cpi_id,category,governorate,cpi_value,base_year,period_year,period_month,source_agency
423,Dairy,Alexandria,338.31,2020,2024,5,CAPMAS
424,Dairy,Giza,349.24,2020,2024,5,CAPMAS
425,Dairy,Dakahlia,337.32,2020,2024,5,CAPMAS
426,Dairy,Gharbiya,353.21,2020,2024,5,CAPMAS
427,Dairy,National,348.94,2020,2024,6,CAPMAS
428,Dairy,Cairo,338.6,2020,2024,6,CAPMAS
429,Dairy,Alexandria,357.17,2020,2024,6,CAPMAS
430,Dairy,Giza,346.78,2020,2024,6,CAPMAS
431,Dairy,Dakahlia,343.47,2020,2024,6,CAPMAS
432,Dairy,Gharbiya,365.42,2020,2024,6,CAPMAS
433,Dairy,National,355.22,2020,2024,7,CAPMAS
434,Dairy,Cairo,359.38,2020,2024,7,CAPMAS
435,Dairy,Alexandria,372.09,2020,2024,7,CAPMAS
436,Dairy,Giza,365.4,2020,2024,7,CAPMAS
437,Dairy,Dakahlia,353.3,2020,2024,7,CAPMAS
438,Dairy,Gharbiya,361.25,2020,2024,7,CAPMAS
439,Dairy,National,361.61,2020,2024,8,CAPMAS
440,Dairy,Cairo,368.92,2020,2024,8,CAPMAS
441,Dairy,Alexandria,365.14,2020,2024,8,CAPMAS
442,Dairy,Giza,347.35,2020,2024,8,CAPMAS
443,Dairy,Dakahlia,365.85,2020,2024,8,CAPMAS
444,Dairy,Gharbiya,377.48,2020,2024,8,CAPMAS
445,Dairy,National,368.12,2020,2024,9,CAPMAS
446,Dairy,Cairo,380.85,2020,2024,9,CAPMAS
447,Dairy,Alexandria,378.8,2020,2024,9,CAPMAS
448,Dairy,Giza,368.2,2020,2024,9,CAPMAS
449,Dairy,Dakahlia,375.42,2020,2024,9,CAPMAS
450,Dairy,Gharbiya,381.35,2020,2024,9,CAPMAS
451,Dairy,National,374.75,2020,2024,10,CAPMAS
452,Dairy,Cairo,374.95,2020,2024,10,CAPMAS
453,Dairy,Alexandria,390.91,2020,2024,10,CAPMAS
454,Dairy,Giza,382.21,2020,2024,10,CAPMAS
455,Dairy,Dakahlia,373.72,2020,2024,10,CAPMAS
456,Dairy,Gharbiya,370.94,2020,2024,10,CAPMAS
457,Dairy,National,381.49,2020,2024,11,CAPMAS
458,Dairy,Cairo,388.45,2020,2024,11,CAPMAS
459,Dairy,Alexandria,368.25,2020,2024,11,CAPMAS
460,Dairy,Giza,389.37,2020,2024,11,CAPMAS
461,Dairy,Dakahlia,396.98,2020,2024,11,CAPMAS
462,Dairy,Gharbiya,371.59,2020,2024,11,CAPMAS
463,Dairy,National,388.36,2020,2024,12,CAPMAS
464,Dairy,Cairo,375.92,2020,2024,12,CAPMAS
465,Dairy,Alexandria,404.56,2020,2024,12,CAPMAS
466,Dairy,Giza,400.45,2020,2024,12,CAPMAS
467,Dairy,Dakahlia,405.6,2020,2024,12,CAPMAS
468,Dairy,Gharbiya,375.96,2020,2024,12,CAPMAS
469,Dairy,National,395.35,2020,2025,1,CAPMAS
470,Dairy,Cairo,398.44,2020,2025,1,CAPMAS
471,Dairy,Alexandria,395.65,2020,2025,1,CAPMAS
472,Dairy,Giza,415.02,2020,2025,1,CAPMAS
473,Dairy,Dakahlia,396.5,2020,2025,1,CAPMAS
474,Dairy,Gharbiya,400.14,2020,2025,1,CAPMAS
475,Dairy,National,402.47,2020,2025,2,CAPMAS
476,Dairy,Cairo,396.29,2020,2025,2,CAPMAS
477,Dairy,Alexandria,416.39,2020,2025,2,CAPMAS
478,Dairy,Giza,399.89,2020,2025,2,CAPMAS
479,Dairy,Dakahlia,401.93,2020,2025,2,CAPMAS
480,Dairy,Gharbiya,419.4,2020,2025,2,CAPMAS
481,Dairy,National,409.71,2020,2025,3,CAPMAS
482,Dairy,Cairo,416.16,2020,2025,3,CAPMAS
483,Dairy,Alexandria,423.04,2020,2025,3,CAPMAS
484,Dairy,Giza,420.17,2020,2025,3,CAPMAS
485,Dairy,Dakahlia,418.63,2020,2025,3,CAPMAS
486,Dairy,Gharbiya,422.68,2020,2025,3,CAPMAS
487,Dairy,National,417.09,2020,2025,4,CAPMAS
488,Dairy,Cairo,436.77,2020,2025,4,CAPMAS
489,Dairy,Alexandria,427.43,2020,2025,4,CAPMAS
490,Dairy,Giza,402.46,2020,2025,4,CAPMAS
491,Dairy,Dakahlia,410.55,2020,2025,4,CAPMAS
492,Dairy,Gharbiya,410.62,2020,2025,4,CAPMAS
493,Dairy,National,424.59,2020,2025,5,CAPMAS
494,Dairy,Cairo,407.66,2020,2025,5,CAPMAS
495,Dairy,Alexandria,410.71,2020,2025,5,CAPMAS
496,Dairy,Giza,445.33,2020,2025,5,CAPMAS
497,Dairy,Dakahlia,422.59,2020,2025,5,CAPMAS
498,Dairy,Gharbiya,421.82,2020,2025,5,CAPMAS
499,Dairy,National,432.24,2020,2025,6,CAPMAS
500,Dairy,Cairo,432.6,2020,2025,6,CAPMAS
501,Dairy,Alexandria,441.96,2020,2025,6,CAPMAS
502,Dairy,Giza,432.9,2020,2025,6,CAPMAS
503,Dairy,Dakahlia,431.26,2020,2025,6,CAPMAS
504,Dairy,Gharbiya,439.94,2020,2025,6,CAPMAS
505,Bread & Cereals,National,225.0,2020,2022,1,CAPMAS
506,Bread & Cereals,Cairo,231.59,2020,2022,1,CAPMAS
507,Bread & Cereals,Alexandria,234.79,2020,2022,1,CAPMAS
508,Bread & Cereals,Giza,223.35,2020,2022,1,CAPMAS
509,Bread & Cereals,Dakahlia,225.27,2020,2022,1,CAPMAS
510,Bread & Cereals,Gharbiya,219.9,2020,2022,1,CAPMAS
511,Bread & Cereals,National,229.05,2020,2022,2,CAPMAS
512,Bread & Cereals,Cairo,222.76,2020,2022,2,CAPMAS
513,Bread & Cereals,Alexandria,233.14,2020,2022,2,CAPMAS
514,Bread & Cereals,Giza,229.78,2020,2022,2,CAPMAS
515,Bread & Cereals,Dakahlia,226.09,2020,2022,2,CAPMAS
516,Bread & Cereals,Gharbiya,235.65,2020,2022,2,CAPMAS
517,Bread & Cereals,National,233.17,2020,2022,3,CAPMAS
518,Bread & Cereals,Cairo,230.93,2020,2022,3,CAPMAS
519,Bread & Cereals,Alexandria,232.93,2020,2022,3,CAPMAS
520,Bread & Cereals,Giza,230.65,2020,2022,3,CAPMAS
521,Bread & Cereals,Dakahlia,224.28,2020,2022,3,CAPMAS
522,Bread & Cereals,Gharbiya,239.63,2020,2022,3,CAPMAS
523,Bread & Cereals,National,237.37,2020,2022,4,CAPMAS
524,Bread & Cereals,Cairo,243.4,2020,2022,4,CAPMAS
525,Bread & Cereals,Alexandria,233.03,2020,2022,4,CAPMAS
526,Bread & Cereals,Giza,229.04,2020,2022,4,CAPMAS
527,Bread & Cereals,Dakahlia,244.61,2020,2022,4,CAPMAS
528,Bread & Cereals,Gharbiya,246.91,2020,2022,4,CAPMAS
529,Bread & Cereals,National,241.64,2020,2022,5,CAPMAS
530,Bread & Cereals,Cairo,241.24,2020,2022,5,CAPMAS
531,Bread & Cereals,Alexandria,247.26,2020,2022,5,CAPMAS
532,Bread & Cereals,Giza,234.52,2020,2022,5,CAPMAS
533,Bread & Cereals,Dakahlia,247.26,2020,2022,5,CAPMAS
534,Bread & Cereals,Gharbiya,245.82,2020,2022,5,CAPMAS
535,Bread & Cereals,National,245.99,2020,2022,6,CAPMAS
536,Bread & Cereals,Cairo,255.27,2020,2022,6,CAPMAS
537,Bread & Cereals,Alexandria,254.7,2020,2022,6,CAPMAS
538,Bread & Cereals,Giza,254.7,2020,2022,6,CAPMAS
539,Bread & Cereals,Dakahlia,257.2,2020,2022,6,CAPMAS
540,Bread & Cereals,Gharbiya,243.55,2020,2022,6,CAPMAS
541,Bread & Cereals,National,250.42,2020,2022,7,CAPMAS
542,Bread & Cereals,Cairo,259.56,2020,2022,7,CAPMAS
543,Bread & Cereals,Alexandria,260.63,2020,2022,7,CAPMAS
544,Bread & Cereals,Giza,245.36,2020,2022,7,CAPMAS
545,Bread & Cereals,Dakahlia,259.23,2020,2022,7,CAPMAS
546,Bread & Cereals,Gharbiya,240.69,2020,2022,7,CAPMAS
547,Bread & Cereals,National,254.93,2020,2022,8,CAPMAS
548,Bread & Cereals,Cairo,249.41,2020,2022,8,CAPMAS
549,Bread & Cereals,Alexandria,264.81,2020,2022,8,CAPMAS
550,Bread & Cereals,Giza,251.53,2020,2022,8,CAPMAS
551,Bread & Cereals,Dakahlia,257.2,2020,2022,8,CAPMAS
552,Bread & Cereals,Gharbiya,244.73,2020,2022,8,CAPMAS
553,Bread & Cereals,National,259.52,2020,2022,9,CAPMAS
554,Bread & Cereals,Cairo,260.6,2020,2022,9,CAPMAS
555,Bread & Cereals,Alexandria,261.48,2020,2022,9,CAPMAS
556,Bread & Cereals,Giza,263.97,2020,2022,9,CAPMAS
557,Bread & Cereals,Dakahlia,268.58,2020,2022,9,CAPMAS
558,Bread & Cereals,Gharbiya,252.62,2020,2022,9,CAPMAS
559,Bread & Cereals,National,264.19,2020,2022,10,CAPMAS
560,Bread & Cereals,Cairo,258.43,2020,2022,10,CAPMAS
561,Bread & Cereals,Alexandria,275.84,2020,2022,10,CAPMAS
562,Bread & Cereals,Giza,272.72,2020,2022,10,CAPMAS
563,Bread & Cereals,Dakahlia,262.61,2020,2022,10,CAPMAS
564,Bread & Cereals,Gharbiya,261.98,2020,2022,10,CAPMAS
565,Bread & Cereals,National,268.94,2020,2022,11,CAPMAS
566,Bread & Cereals,Cairo,259.54,2020,2022,11,CAPMAS
567,Bread & Cereals,Alexandria,260.88,2020,2022,11,CAPMAS
568,Bread & Cereals,Giza,278.57,2020,2022,11,CAPMAS
569,Bread & Cereals,Dakahlia,268.63,2020,2022,11,CAPMAS
570,Bread & Cereals,Gharbiya,261.13,2020,2022,11,CAPMAS
571,Bread & Cereals,National,273.78,2020,2022,12,CAPMAS
572,Bread & Cereals,Cairo,277.71,2020,2022,12,CAPMAS
573,Bread & Cereals,Alexandria,268.26,2020,2022,12,CAPMAS
574,Bread & Cereals,Giza,283.71,2020,2022,12,CAPMAS
575,Bread & Cereals,Dakahlia,274.15,2020,2022,12,CAPMAS
576,Bread & Cereals,Gharbiya,271.0,2020,2022,12,CAPMAS
577,Bread & Cereals,National,278.71,2020,2023,1,CAPMAS
578,Bread & Cereals,Cairo,269.03,2020,2023,1,CAPMAS
579,Bread & Cereals,Alexandria,270.53,2020,2023,1,CAPMAS
580,Bread & Cereals,Giza,279.1,2020,2023,1,CAPMAS
581,Bread & Cereals,Dakahlia,288.63,2020,2023,1,CAPMAS
582,Bread & Cereals,Gharbiya,283.61,2020,2023,1,CAPMAS
583,Bread & Cereals,National,283.73,2020,2023,2,CAPMAS
584,Bread & Cereals,Cairo,289.77,2020,2023,2,CAPMAS
585,Bread & Cereals,Alexandria,283.69,2020,2023,2,CAPMAS
586,Bread & Cereals,Giza,283.38,2020,2023,2,CAPMAS
587,Bread & Cereals,Dakahlia,277.56,2020,2023,2,CAPMAS
588,Bread & Cereals,Gharbiya,287.56,2020,2023,2,CAPMAS
589,Bread & Cereals,National,288.84,2020,2023,3,CAPMAS
590,Bread & Cereals,Cairo,302.73,2020,2023,3,CAPMAS
591,Bread & Cereals,Alexandria,288.01,2020,2023,3,CAPMAS
592,Bread & Cereals,Giza,278.13,2020,2023,3,CAPMAS
593,Bread & Cereals,Dakahlia,301.46,2020,2023,3,CAPMAS
594,Bread & Cereals,Gharbiya,287.35,2020,2023,3,CAPMAS
595,Bread & Cereals,National,294.04,2020,2023,4,CAPMAS
596,Bread & Cereals,Cairo,283.57,2020,2023,4,CAPMAS
597,Bread & Cereals,Alexandria,294.48,2020,2023,4,CAPMAS
598,Bread & Cereals,Giza,298.58,2020,2023,4,CAPMAS
599,Bread & Cereals,Dakahlia,304.17,2020,2023,4,CAPMAS
600,Bread & Cereals,Gharbiya,305.12,2020,2023,4,CAPMAS
601,Bread & Cereals,National,299.33,2020,2023,5,CAPMAS
602,Bread & Cereals,Cairo,291.39,2020,2023,5,CAPMAS
603,Bread & Cereals,Alexandria,310.6,2020,2023,5,CAPMAS
604,Bread & Cereals,Giza,301.13,2020,2023,5,CAPMAS
605,Bread & Cereals,Dakahlia,287.85,2020,2023,5,CAPMAS
606,Bread & Cereals,Gharbiya,305.39,2020,2023,5,CAPMAS
607,Bread & Cereals,National,304.72,2020,2023,6,CAPMAS
608,Bread & Cereals,Cairo,305.97,2020,2023,6,CAPMAS
609,Bread & Cereals,Alexandria,306.71,2020,2023,6,CAPMAS
610,Bread & Cereals,Giza,312.06,2020,2023,6,CAPMAS
611,Bread & Cereals,Dakahlia,304.94,2020,2023,6,CAPMAS
612,Bread & Cereals,Gharbiya,307.98,2020,2023,6,CAPMAS
613,Bread & Cereals,National,310.2,2020,2023,7,CAPMAS
614,Bread & Cereals,Cairo,311.99,2020,2023,7,CAPMAS
615,Bread & Cereals,Alexandria,311.88,2020,2023,7,CAPMAS
616,Bread & Cereals,Giza,304.94,2020,2023,7,CAPMAS
617,Bread & Cereals,Dakahlia,303.84,2020,2023,7,CAPMAS
618,Bread & Cereals,Gharbiya,307.51,2020,2023,7,CAPMAS
619,Bread & Cereals,National,315.78,2020,2023,8,CAPMAS
620,Bread & Cereals,Cairo,314.61,2020,2023,8,CAPMAS
621,Bread & Cereals,Alexandria,318.24,2020,2023,8,CAPMAS
622,Bread & Cereals,Giza,314.28,2020,2023,8,CAPMAS
623,Bread & Cereals,Dakahlia,322.66,2020,2023,8,CAPMAS
624,Bread & Cereals,Gharbiya,331.46,2020,2023,8,CAPMAS
625,Bread & Cereals,National,321.47,2020,2023,9,CAPMAS
626,Bread & Cereals,Cairo,321.54,2020,2023,9,CAPMAS
627,Bread & Cereals,Alexandria,315.95,2020,2023,9,CAPMAS
628,Bread & Cereals,Giza,323.14,2020,2023,9,CAPMAS
629,Bread & Cereals,Dakahlia,335.77,2020,2023,9,CAPMAS
630,Bread & Cereals,Gharbiya,315.39,2020,2023,9,CAPMAS
631,Bread & Cereals,National,327.25,2020,2023,10,CAPMAS
632,Bread & Cereals,Cairo,339.86,2020,2023,10,CAPMAS
633,Bread & Cereals,Alexandria,341.99,2020,2023,10,CAPMAS
634,Bread & Cereals,Giza,330.94,2020,2023,10,CAPMAS
635,Bread & Cereals,Dakahlia,327.13,2020,2023,10,CAPMAS
636,Bread & Cereals,Gharbiya,340.65,2020,2023,10,CAPMAS
637,Bread & Cereals,National,333.15,2020,2023,11,CAPMAS
638,Bread & Cereals,Cairo,327.54,2020,2023,11,CAPMAS
639,Bread & Cereals,Alexandria,344.24,2020,2023,11,CAPMAS
640,Bread & Cereals,Giza,337.53,2020,2023,11,CAPMAS
641,Bread & Cereals,Dakahlia,330.47,2020,2023,11,CAPMAS
642,Bread & Cereals,Gharbiya,323.29,2020,2023,11,CAPMAS
643,Bread & Cereals,National,339.14,2020,2023,12,CAPMAS
644,Bread & Cereals,Cairo,355.92,2020,2023,12,CAPMAS
645,Bread & Cereals,Alexandria,351.58,2020,2023,12,CAPMAS
646,Bread & Cereals,Giza,350.05,2020,2023,12,CAPMAS
647,Bread & Cereals,Dakahlia,332.17,2020,2023,12,CAPMAS
648,Bread & Cereals,Gharbiya,339.38,2020,2023,12,CAPMAS
649,Bread & Cereals,National,345.25,2020,2024,1,CAPMAS
650,Bread & Cereals,Cairo,336.14,2020,2024,1,CAPMAS
651,Bread & Cereals,Alexandria,351.88,2020,2024,1,CAPMAS
652,Bread & Cereals,Giza,333.48,2020,2024,1,CAPMAS
653,Bread & Cereals,Dakahlia,341.62,2020,2024,1,CAPMAS
654,Bread & Cereals,Gharbiya,345.3,2020,2024,1,CAPMAS
655,Bread & Cereals,National,351.46,2020,2024,2,CAPMAS
656,Bread & Cereals,Cairo,360.55,2020,2024,2,CAPMAS
657,Bread & Cereals,Alexandria,367.99,2020,2024,2,CAPMAS
658,Bread & Cereals,Giza,346.16,2020,2024,2,CAPMAS
659,Bread & Cereals,Dakahlia,354.35,2020,2024,2,CAPMAS
660,Bread & Cereals,Gharbiya,366.07,2020,2024,2,CAPMAS
661,Bread & Cereals,National,357.79,2020,2024,3,CAPMAS
662,Bread & Cereals,Cairo,349.36,2020,2024,3,CAPMAS
663,Bread & Cereals,Alexandria,352.94,2020,2024,3,CAPMAS
664,Bread & Cereals,Giza,370.28,2020,2024,3,CAPMAS
665,Bread & Cereals,Dakahlia,353.42,2020,2024,3,CAPMAS
666,Bread & Cereals,Gharbiya,363.09,2020,2024,3,CAPMAS
667,Bread & Cereals,National,364.23,2020,2024,4,CAPMAS
668,Bread & Cereals,Cairo,376.86,2020,2024,4,CAPMAS
669,Bread & Cereals,Alexandria,375.75,2020,2024,4,CAPMAS
670,Bread & Cereals,Giza,376.31,2020,2024,4,CAPMAS
671,Bread & Cereals,Dakahlia,370.66,2020,2024,4,CAPMAS
672,Bread & Cereals,Gharbiya,364.39,2020,2024,4,CAPMAS
673,Bread & Cereals,National,370.78,2020,2024,5,CAPMAS
674,Bread & Cereals,Cairo,369.97,2020,2024,5,CAPMAS
675,Bread & Cereals,Alexandria,366.83,2020,2024,5,CAPMAS
676,Bread & Cereals,Giza,374.9,2020,2024,5,CAPMAS
677,Bread & Cereals,Dakahlia,378.31,2020,2024,5,CAPMAS
678,Bread & Cereals,Gharbiya,361.54,2020,2024,5,CAPMAS
679,Bread & Cereals,National,377.46,2020,2024,6,CAPMAS
680,Bread & Cereals,Cairo,389.89,2020,2024,6,CAPMAS
681,Bread & Cereals,Alexandria,369.72,2020,2024,6,CAPMAS
682,Bread & Cereals,Giza,365.96,2020,2024,6,CAPMAS
683,Bread & Cereals,Dakahlia,393.15,2020,2024,6,CAPMAS
684,Bread & Cereals,Gharbiya,376.23,2020,2024,6,CAPMAS
685,Bread & Cereals,National,384.25,2020,2024,7,CAPMAS
686,Bread & Cereals,Cairo,377.03,2020,2024,7,CAPMAS
687,Bread & Cereals,Alexandria,402.89,2020,2024,7,CAPMAS
688,Bread & Cereals,Giza,371.85,2020,2024,7,CAPMAS
689,Bread & Cereals,Dakahlia,376.58,2020,2024,7,CAPMAS
690,Bread & Cereals,Gharbiya,399.38,2020,2024,7,CAPMAS
691,Bread & Cereals,National,391.17,2020,2024,8,CAPMAS
692,Bread & Cereals,Cairo,404.73,2020,2024,8,CAPMAS
693,Bread & Cereals,Alexandria,377.73,2020,2024,8,CAPMAS
694,Bread & Cereals,Giza,379.26,2020,2024,8,CAPMAS
695,Bread & Cereals,Dakahlia,401.12,2020,2024,8,CAPMAS
696,Bread & Cereals,Gharbiya,400.49,2020,2024,8,CAPMAS
697,Bread & Cereals,National,398.21,2020,2024,9,CAPMAS
698,Bread & Cereals,Cairo,395.94,2020,2024,9,CAPMAS
699,Bread & Cereals,Alexandria,403.08,2020,2024,9,CAPMAS
700,Bread & Cereals,Giza,383.12,2020,2024,9,CAPMAS
701,Bread & Cereals,Dakahlia,392.16,2020,2024,9,CAPMAS
702,Bread & Cereals,Gharbiya,398.05,2020,2024,9,CAPMAS
703,Bread & Cereals,National,405.38,2020,2024,10,CAPMAS
704,Bread & Cereals,Cairo,390.92,2020,2024,10,CAPMAS
705,Bread & Cereals,Alexandria,404.93,2020,2024,10,CAPMAS
706,Bread & Cereals,Giza,400.3,2020,2024,10,CAPMAS
707,Bread & Cereals,Dakahlia,411.0,2020,2024,10,CAPMAS
708,Bread & Cereals,Gharbiya,391.35,2020,2024,10,CAPMAS
709,Bread & Cereals,National,412.67,2020,2024,11,CAPMAS
710,Bread & Cereals,Cairo,409.06,2020,2024,11,CAPMAS
711,Bread & Cereals,Alexandria,426.08,2020,2024,11,CAPMAS
712,Bread & Cereals,Giza,398.57,2020,2024,11,CAPMAS
713,Bread & Cereals,Dakahlia,399.81,2020,2024,11,CAPMAS
714,Bread & Cereals,Gharbiya,424.41,2020,2024,11,CAPMAS
715,Bread & Cereals,National,420.1,2020,2024,12,CAPMAS
716,Bread & Cereals,Cairo,426.59,2020,2024,12,CAPMAS
717,Bread & Cereals,Alexandria,437.62,2020,2024,12,CAPMAS
718,Bread & Cereals,Giza,421.99,2020,2024,12,CAPMAS
719,Bread & Cereals,Dakahlia,424.64,2020,2024,12,CAPMAS
720,Bread & Cereals,Gharbiya,406.82,2020,2024,12,CAPMAS
721,Bread & Cereals,National,427.66,2020,2025,1,CAPMAS
722,Bread & Cereals,Cairo,443.86,2020,2025,1,CAPMAS
723,Bread & Cereals,Alexandria,434.65,2020,2025,1,CAPMAS
724,Bread & Cereals,Giza,413.35,2020,2025,1,CAPMAS
725,Bread & Cereals,Dakahlia,448.17,2020,2025,1,CAPMAS
726,Bread & Cereals,Gharbiya,416.73,2020,2025,1,CAPMAS
727,Bread & Cereals,National,435.36,2020,2025,2,CAPMAS
728,Bread & Cereals,Cairo,448.88,2020,2025,2,CAPMAS
729,Bread & Cereals,Alexandria,438.9,2020,2025,2,CAPMAS
730,Bread & Cereals,Giza,420.08,2020,2025,2,CAPMAS
731,Bread & Cereals,Dakahlia,442.38,2020,2025,2,CAPMAS
732,Bread & Cereals,Gharbiya,451.01,2020,2025,2,CAPMAS
733,Bread & Cereals,National,443.2,2020,2025,3,CAPMAS
734,Bread & Cereals,Cairo,442.46,2020,2025,3,CAPMAS
735,Bread & Cereals,Alexandria,452.52,2020,2025,3,CAPMAS
736,Bread & Cereals,Giza,451.02,2020,2025,3,CAPMAS
737,Bread & Cereals,Dakahlia,458.45,2020,2025,3,CAPMAS
738,Bread & Cereals,Gharbiya,446.32,2020,2025,3,CAPMAS
739,Bread & Cereals,National,451.18,2020,2025,4,CAPMAS
740,Bread & Cereals,Cairo,469.38,2020,2025,4,CAPMAS
741,Bread & Cereals,Alexandria,466.94,2020,2025,4,CAPMAS
742,Bread & Cereals,Giza,445.65,2020,2025,4,CAPMAS
743,Bread & Cereals,Dakahlia,436.41,2020,2025,4,CAPMAS
744,Bread & Cereals,Gharbiya,469.54,2020,2025,4,CAPMAS
745,Bread & Cereals,National,459.3,2020,2025,5,CAPMAS
746,Bread & Cereals,Cairo,458.56,2020,2025,5,CAPMAS
747,Bread & Cereals,Alexandria,470.79,2020,2025,5,CAPMAS
748,Bread & Cereals,Giza,444.9,2020,2025,5,CAPMAS
749,Bread & Cereals,Dakahlia,460.64,2020,2025,5,CAPMAS
750,Bread & Cereals,Gharbiya,460.22,2020,2025,5,CAPMAS
751,Bread & Cereals,National,467.56,2020,2025,6,CAPMAS
752,Bread & Cereals,Cairo,455.26,2020,2025,6,CAPMAS
753,Bread & Cereals,Alexandria,474.5,2020,2025,6,CAPMAS
754,Bread & Cereals,Giza,455.72,2020,2025,6,CAPMAS
755,Bread & Cereals,Dakahlia,448.94,2020,2025,6,CAPMAS
756,Bread & Cereals,Gharbiya,486.25,2020,2025,6,CAPMAS
757,Meat & Poultry,National,230.0,2020,2022,1,CAPMAS
758,Meat & Poultry,Cairo,230.5,2020,2022,1,CAPMAS
759,Meat & Poultry,Alexandria,232.33,2020,2022,1,CAPMAS
760,Meat & Poultry,Giza,221.42,2020,2022,1,CAPMAS
761,Meat & Poultry,Dakahlia,236.13,2020,2022,1,CAPMAS
762,Meat & Poultry,Gharbiya,236.2,2020,2022,1,CAPMAS
763,Meat & Poultry,National,234.14,2020,2022,2,CAPMAS
764,Meat & Poultry,Cairo,232.04,2020,2022,2,CAPMAS
765,Meat & Poultry,Alexandria,228.01,2020,2022,2,CAPMAS
766,Meat & Poultry,Giza,245.82,2020,2022,2,CAPMAS
767,Meat & Poultry,Dakahlia,225.02,2020,2022,2,CAPMAS
768,Meat & Poultry,Gharbiya,237.9,2020,2022,2,CAPMAS
769,Meat & Poultry,National,238.35,2020,2022,3,CAPMAS
770,Meat & Poultry,Cairo,239.1,2020,2022,3,CAPMAS
771,Meat & Poultry,Alexandria,244.08,2020,2022,3,CAPMAS
772,Meat & Poultry,Giza,241.46,2020,2022,3,CAPMAS
773,Meat & Poultry,Dakahlia,243.88,2020,2022,3,CAPMAS
774,Meat & Poultry,Gharbiya,243.87,2020,2022,3,CAPMAS
775,Meat & Poultry,National,242.64,2020,2022,4,CAPMAS
776,Meat & Poultry,Cairo,236.79,2020,2022,4,CAPMAS
777,Meat & Poultry,Alexandria,254.74,2020,2022,4,CAPMAS
778,Meat & Poultry,Giza,233.67,2020,2022,4,CAPMAS
779,Meat & Poultry,Dakahlia,234.22,2020,2022,4,CAPMAS
780,Meat & Poultry,Gharbiya,234.76,2020,2022,4,CAPMAS
781,Meat & Poultry,National,247.01,2020,2022,5,CAPMAS
782,Meat & Poultry,Cairo,238.56,2020,2022,5,CAPMAS
783,Meat & Poultry,Alexandria,254.61,2020,2022,5,CAPMAS
784,Meat & Poultry,Giza,256.36,2020,2022,5,CAPMAS
785,Meat & Poultry,Dakahlia,239.18,2020,2022,5,CAPMAS
786,Meat & Poultry,Gharbiya,244.86,2020,2022,5,CAPMAS
787,Meat & Poultry,National,251.46,2020,2022,6,CAPMAS
788,Meat & Poultry,Cairo,254.04,2020,2022,6,CAPMAS
789,Meat & Poultry,Alexandria,251.25,2020,2022,6,CAPMAS
790,Meat & Poultry,Giza,258.9,2020,2022,6,CAPMAS
791,Meat & Poultry,Dakahlia,256.93,2020,2022,6,CAPMAS
792,Meat & Poultry,Gharbiya,255.22,2020,2022,6,CAPMAS
793,Meat & Poultry,National,255.98,2020,2022,7,CAPMAS
794,Meat & Poultry,Cairo,260.34,2020,2022,7,CAPMAS
795,Meat & Poultry,Alexandria,256.53,2020,2022,7,CAPMAS
796,Meat & Poultry,Giza,251.82,2020,2022,7,CAPMAS
797,Meat & Poultry,Dakahlia,267.85,2020,2022,7,CAPMAS
798,Meat & Poultry,Gharbiya,259.79,2020,2022,7,CAPMAS
799,Meat & Poultry,National,260.59,2020,2022,8,CAPMAS
800,Meat & Poultry,Cairo,264.0,2020,2022,8,CAPMAS
801,Meat & Poultry,Alexandria,269.93,2020,2022,8,CAPMAS
802,Meat & Poultry,Giza,270.43,2020,2022,8,CAPMAS
803,Meat & Poultry,Dakahlia,272.03,2020,2022,8,CAPMAS
804,Meat & Poultry,Gharbiya,254.41,2020,2022,8,CAPMAS
805,Meat & Poultry,National,265.28,2020,2022,9,CAPMAS
806,Meat & Poultry,Cairo,263.33,2020,2022,9,CAPMAS
807,Meat & Poultry,Alexandria,268.97,2020,2022,9,CAPMAS
808,Meat & Poultry,Giza,255.57,2020,2022,9,CAPMAS
809,Meat & Poultry,Dakahlia,254.91,2020,2022,9,CAPMAS
810,Meat & Poultry,Gharbiya,275.22,2020,2022,9,CAPMAS
811,Meat & Poultry,National,270.06,2020,2022,10,CAPMAS
812,Meat & Poultry,Cairo,278.94,2020,2022,10,CAPMAS
813,Meat & Poultry,Alexandria,264.91,2020,2022,10,CAPMAS
814,Meat & Poultry,Giza,265.63,2020,2022,10,CAPMAS
815,Meat & Poultry,Dakahlia,274.39,2020,2022,10,CAPMAS
816,Meat & Poultry,Gharbiya,262.51,2020,2022,10,CAPMAS
817,Meat & Poultry,National,274.92,2020,2022,11,CAPMAS
818,Meat & Poultry,Cairo,267.51,2020,2022,11,CAPMAS
819,Meat & Poultry,Alexandria,286.67,2020,2022,11,CAPMAS
820,Meat & Poultry,Giza,275.96,2020,2022,11,CAPMAS
821,Meat & Poultry,Dakahlia,282.72,2020,2022,11,CAPMAS
822,Meat & Poultry,Gharbiya,265.28,2020,2022,11,CAPMAS
823,Meat & Poultry,National,279.87,2020,2022,12,CAPMAS
824,Meat & Poultry,Cairo,276.92,2020,2022,12,CAPMAS
825,Meat & Poultry,Alexandria,276.38,2020,2022,12,CAPMAS
826,Meat & Poultry,Giza,285.78,2020,2022,12,CAPMAS
827,Meat & Poultry,Dakahlia,279.32,2020,2022,12,CAPMAS
828,Meat & Poultry,Gharbiya,273.02,2020,2022,12,CAPMAS
